loan_reference,payment_amount,payment_date,payment_method,transaction_type,reference_number
JUTEM-01180,47200.0,2024-04-12,cash,Loan Repayment,PMT-01432
JUTEM-01181,57500.0,2023-06-19,cash,Loan Repayment,PMT-01433
JUTEM-01181,59000.0,2023-08-19,cash,Loan Repayment,PMT-01434
JUTEM-01182,57500.0,2023-07-06,cash,Loan Repayment,PMT-01435
JUTEM-01182,59000.0,2023-09-06,cash,Loan Repayment,PMT-01436
JUTEM-01183,144314.0,2023-07-30,cash,Loan Repayment,PMT-01437
JUTEM-01184,61360.0,2023-08-30,cash,Loan Repayment,PMT-01438
JUTEM-01185,236000.0,2023-09-24,cash,Loan Repayment,PMT-01439
JUTEM-01185,236000.0,2024-05-24,cash,Loan Repayment,PMT-01440
JUTEM-01186,153400.0,2023-10-13,cash,Loan Repayment,PMT-01441
JUTEM-01187,82600.0,2023-12-03,cash,Loan Repayment,PMT-01442
JUTEM-01188,35400.0,2023-12-07,cash,Loan Repayment,PMT-01443
JUTEM-01189,153400.0,2023-12-09,cash,Loan Repayment,PMT-01444
JUTEM-01190,23600.0,2023-12-15,cash,Loan Repayment,PMT-01445
JUTEM-01191,118000.0,2023-12-16,cash,Loan Repayment,PMT-01446
JUTEM-01192,70800.0,2023-12-24,cash,Loan Repayment,PMT-01447
JUTEM-01193,118000.0,2024-02-11,cash,Loan Repayment,PMT-01448
JUTEM-01194,23600.0,2024-02-22,cash,Loan Repayment,PMT-01449
JUTEM-01195,35400.0,2024-04-23,cash,Loan Repayment,PMT-01450
JUTEM-01196,236000.0,2024-06-14,cash,Loan Repayment,PMT-01451
JUTEM-01197,47200.0,2024-06-10,cash,Loan Repayment,PMT-01452
JUTEM-01198,452176.0,2024-07-17,cash,Loan Repayment,PMT-01453
JUTEM-01199,23600.0,2024-07-24,cash,Loan Repayment,PMT-01454
JUTEM-01200,266416.28,2024-08-20,cash,Loan Repayment,PMT-01455
JUTEM-01201,59000.0,2024-09-02,cash,Loan Repayment,PMT-01456
JUTEM-01202,141600.0,2024-10-16,cash,Loan Repayment,PMT-01457
JUTEM-01203,118000.0,2024-10-27,cash,Loan Repayment,PMT-01458
JUTEM-01204,177000.0,2024-11-03,cash,Loan Repayment,PMT-01459
JUTEM-01205,108000.0,2025-01-30,cash,Loan Repayment,PMT-01460
JUTEM-01206,127659.48,2025-03-20,cash,Loan Repayment,PMT-01461
JUTEM-01207,236000.0,2025-04-06,cash,Loan Repayment,PMT-01462
JUTEM-01208,106200.0,2025-04-18,cash,Loan Repayment,PMT-01463
JUTEM-01209,500000.0,2025-05-22,cash,Loan Repayment,PMT-01464
JUTEM-01210,115000.0,2022-04-07,cash,Loan Repayment,PMT-01465
JUTEM-01211,44400.0,2022-04-21,cash,Loan Repayment,PMT-01466
JUTEM-01212,115000.0,2022-06-09,cash,Loan Repayment,PMT-01467
JUTEM-01213,121000.0,2024-10-02,cash,Loan Repayment,PMT-01468
JUTEM-01214,118000.0,2024-11-25,cash,Loan Repayment,PMT-01469
JUTEM-01215,82600.0,2024-12-22,cash,Loan Repayment,PMT-01470
JUTEM-01216,229152.0,2024-12-29,cash,Loan Repayment,PMT-01471
JUTEM-01217,64900.0,2025-02-07,cash,Loan Repayment,PMT-01472
JUTEM-01218,64900.0,2025-02-28,cash,Loan Repayment,PMT-01473
JUTEM-01219,111982.0,2025-03-07,cash,Loan Repayment,PMT-01474
JUTEM-01220,506310.0,2025-04-24,cash,Loan Repayment,PMT-01475
JUTEM-01221,250000.0,2025-05-14,cash,Loan Repayment,PMT-01476
JUTEM-01222,42000.0,2025-05-12,cash,Loan Repayment,PMT-01477
JUTEM-01223,141600.0,2025-08-16,cash,Loan Repayment,PMT-01478
JUTEM-01224,59000.0,2025-08-28,cash,Loan Repayment,PMT-01479
JUTEM-01225,1220000.0,2025-11-14,cash,Loan Repayment,PMT-01480
JUTEM-01225,1180000.0,2026-01-14,cash,Loan Repayment,PMT-01481
JUTEM-01226,154200.0,2026-01-09,cash,Loan Repayment,PMT-01482
JUTEM-01227,118000.0,2026-01-29,cash,Loan Repayment,PMT-01483
JUTEM-01229,119000.0,2025-03-28,cash,Loan Repayment,PMT-01484
JUTEM-01230,55500.0,2023-01-20,cash,Loan Repayment,PMT-01485
JUTEM-01232,342000.0,2025-09-11,cash,Loan Repayment,PMT-01486
JUTEM-01233,1560.0,2023-10-07,cash,Loan Repayment,PMT-01487
JUTEM-01234,3000.0,2023-11-11,cash,Loan Repayment,PMT-01488
JUTEM-01235,4800.0,2023-12-24,cash,Loan Repayment,PMT-01489
JUTEM-01236,1830.0,2024-02-15,cash,Loan Repayment,PMT-01490
JUTEM-01237,7320.0,2024-02-28,cash,Loan Repayment,PMT-01491
JUTEM-01238,1000.0,2024-04-22,cash,Loan Repayment,PMT-01492
JUTEM-01239,5400.0,2024-06-14,cash,Loan Repayment,PMT-01493
JUTEM-01240,3600.0,2024-07-26,cash,Loan Repayment,PMT-01494
JUTEM-01241,5400.0,2024-08-29,cash,Loan Repayment,PMT-01495
JUTEM-01242,7200.0,2024-09-28,cash,Loan Repayment,PMT-01496
JUTEM-01243,3333.33,2024-10-26,cash,Loan Repayment,PMT-01497
JUTEM-01243,3333.33,2024-12-26,cash,Loan Repayment,PMT-01498
JUTEM-01244,3333.33,2024-11-05,cash,Loan Repayment,PMT-01499
JUTEM-01245,3600.0,2025-02-21,cash,Loan Repayment,PMT-01500
JUTEM-01246,4600.0,2025-03-22,cash,Loan Repayment,PMT-01501
JUTEM-01246,4720.0,2025-04-22,cash,Loan Repayment,PMT-01502
JUTEM-01247,3540.0,2025-05-24,cash,Loan Repayment,PMT-01503
JUTEM-01248,7080.0,2025-07-24,cash,Loan Repayment,PMT-01504
JUTEM-01249,2950.0,2025-06-24,cash,Loan Repayment,PMT-01505
JUTEM-01250,6700.0,2025-08-23,cash,Loan Repayment,PMT-01506
JUTEM-01250,6600.0,2025-09-23,cash,Loan Repayment,PMT-01507
JUTEM-01250,6600.0,2025-10-23,cash,Loan Repayment,PMT-01508
JUTEM-01250,6600.0,2025-11-23,cash,Loan Repayment,PMT-01509
JUTEM-01250,6600.0,2025-12-23,cash,Loan Repayment,PMT-01510
JUTEM-01250,6600.0,2026-01-23,cash,Loan Repayment,PMT-01511
JUTEM-01250,6600.0,2026-02-23,cash,Loan Repayment,PMT-01512
JUTEM-01251,5625.0,2021-11-24,cash,Loan Repayment,PMT-01513
JUTEM-01252,1875.0,2022-04-23,cash,Loan Repayment,PMT-01514
JUTEM-01253,3600.0,2022-05-17,cash,Loan Repayment,PMT-01515
JUTEM-01253,3600.0,2023-05-17,cash,Loan Repayment,PMT-01516
JUTEM-01254,3000.0,2022-06-18,cash,Loan Repayment,PMT-01517
JUTEM-01255,1250.0,2022-10-20,cash,Loan Repayment,PMT-01518
JUTEM-01256,2875.0,2023-02-16,cash,Loan Repayment,PMT-01519
JUTEM-01257,3600.0,2023-10-02,cash,Loan Repayment,PMT-01520
JUTEM-01258,4270.0,2024-02-12,cash,Loan Repayment,PMT-01521
JUTEM-01259,4270.0,2024-04-02,cash,Loan Repayment,PMT-01522
JUTEM-01260,4840.0,2025-03-14,cash,Loan Repayment,PMT-01523
JUTEM-01261,6000.0,2025-06-06,cash,Loan Repayment,PMT-01524
JUTEM-01262,6000.0,2025-08-02,cash,Loan Repayment,PMT-01525
JUTEM-01262,6000.0,2025-09-02,cash,Loan Repayment,PMT-01526
JUTEM-01263,7500.0,2022-01-11,cash,Loan Repayment,PMT-01527
JUTEM-01264,1100.0,2022-06-15,cash,Loan Repayment,PMT-01528
JUTEM-01265,1000.0,2022-07-08,cash,Loan Repayment,PMT-01529
JUTEM-01266,2416.67,2022-08-25,cash,Loan Repayment,PMT-01530
JUTEM-01266,2416.67,2022-10-25,cash,Loan Repayment,PMT-01531
JUTEM-01267,2416.67,2022-09-25,cash,Loan Repayment,PMT-01532
JUTEM-01268,550.0,2022-12-10,cash,Loan Repayment,PMT-01533
JUTEM-01269,2875.0,2022-12-26,cash,Loan Repayment,PMT-01534
JUTEM-01270,1800.0,2023-01-16,cash,Loan Repayment,PMT-01535
JUTEM-01271,6150.0,2023-04-27,cash,Loan Repayment,PMT-01536
JUTEM-01272,4620.0,2023-07-22,cash,Loan Repayment,PMT-01537
JUTEM-01272,4620.0,2023-08-22,cash,Loan Repayment,PMT-01538
JUTEM-01273,1200.0,2023-08-12,cash,Loan Repayment,PMT-01539
JUTEM-01274,3700.0,2023-10-12,cash,Loan Repayment,PMT-01540
JUTEM-01274,3700.0,2023-11-12,cash,Loan Repayment,PMT-01541
JUTEM-01274,3700.0,2023-12-12,cash,Loan Repayment,PMT-01542
JUTEM-01275,87500.0,2024-01-07,cash,Loan Repayment,PMT-01543
JUTEM-01276,60000.0,2024-01-25,cash,Loan Repayment,PMT-01544
JUTEM-01277,62500.0,2024-03-07,cash,Loan Repayment,PMT-01545
JUTEM-01278,57500.0,2024-03-09,cash,Loan Repayment,PMT-01546
JUTEM-01279,1725.0,2024-03-22,cash,Loan Repayment,PMT-01547
JUTEM-01280,75000.0,2024-04-07,cash,Loan Repayment,PMT-01548
JUTEM-01280,72000.0,2024-05-07,cash,Loan Repayment,PMT-01549
JUTEM-01281,1150.0,2024-04-22,cash,Loan Repayment,PMT-01550
JUTEM-01282,720000.0,2024-05-05,cash,Loan Repayment,PMT-01551
JUTEM-01283,30500.0,2024-05-18,cash,Loan Repayment,PMT-01552
JUTEM-01284,174000.0,2024-06-06,cash,Loan Repayment,PMT-01553
JUTEM-01285,138000.0,2024-06-08,cash,Loan Repayment,PMT-01554
JUTEM-01286,35400.0,2024-06-21,cash,Loan Repayment,PMT-01555
JUTEM-01287,256800.0,2024-07-11,cash,Loan Repayment,PMT-01556
JUTEM-01288,18480.0,2024-07-21,cash,Loan Repayment,PMT-01557
JUTEM-01289,133500.0,2024-08-30,cash,Loan Repayment,PMT-01558
JUTEM-01290,360000.0,2024-11-04,cash,Loan Repayment,PMT-01559
JUTEM-01291,142800.0,2025-06-12,cash,Loan Repayment,PMT-01560
JUTEM-01292,252000.0,2025-07-03,cash,Loan Repayment,PMT-01561
JUTEM-01293,6150.0,2022-04-27,cash,Loan Repayment,PMT-01562
JUTEM-01294,4000.0,2022-01-15,cash,Loan Repayment,PMT-01563
JUTEM-01295,681200.0,2025-01-06,cash,Loan Repayment,PMT-01564
JUTEM-01296,68881.25,2025-09-09,cash,Loan Repayment,PMT-01565
JUTEM-01297,59500.0,2025-09-28,cash,Loan Repayment,PMT-01566
JUTEM-01300,85000.0,2022-01-13,cash,Loan Repayment,PMT-01567
JUTEM-01301,68750.0,2022-02-21,cash,Loan Repayment,PMT-01568
JUTEM-01302,29900.0,2025-11-16,cash,Loan Repayment,PMT-01569
JUTEM-01302,29900.0,2025-12-16,cash,Loan Repayment,PMT-01570
JUTEM-01302,29900.0,2026-01-16,cash,Loan Repayment,PMT-01571
JUTEM-01304,86700.0,2025-11-03,cash,Loan Repayment,PMT-01572
JUTEM-01305,575000.0,2025-12-04,cash,Loan Repayment,PMT-01573
JUTEM-01306,219000.0,2025-12-04,cash,Loan Repayment,PMT-01574
JUTEM-01307,1132740.0,2025-12-23,cash,Loan Repayment,PMT-01575
JUTEM-01308,875977.7,2026-01-30,cash,Loan Repayment,PMT-01576
JUTEM-01309,928535.62,2026-02-28,cash,Loan Repayment,PMT-01577
JUTEM-01311,31250.0,2021-11-08,cash,Loan Repayment,PMT-01578
JUTEM-01312,33000.0,2021-11-08,cash,Loan Repayment,PMT-01579
JUTEM-01313,97500.0,2021-12-11,cash,Loan Repayment,PMT-01580
JUTEM-01314,68750.0,2022-03-22,cash,Loan Repayment,PMT-01581
JUTEM-01315,11000.0,2022-03-09,cash,Loan Repayment,PMT-01582
JUTEM-01316,11000.0,2022-04-15,cash,Loan Repayment,PMT-01583
JUTEM-01317,6600.0,2022-05-21,cash,Loan Repayment,PMT-01584
JUTEM-01317,6600.0,2023-05-21,cash,Loan Repayment,PMT-01585
JUTEM-01318,18400.0,2022-05-21,cash,Loan Repayment,PMT-01586
JUTEM-01318,18400.0,2023-05-21,cash,Loan Repayment,PMT-01587
JUTEM-01319,126875.0,2022-05-30,cash,Loan Repayment,PMT-01588
JUTEM-01320,15000.0,2022-11-15,cash,Loan Repayment,PMT-01589
JUTEM-01320,14400.0,2023-01-15,cash,Loan Repayment,PMT-01590
JUTEM-01321,10000.0,2022-12-20,cash,Loan Repayment,PMT-01591
JUTEM-01321,10000.0,2023-01-20,cash,Loan Repayment,PMT-01592
JUTEM-01322,7280.0,2023-02-15,cash,Loan Repayment,PMT-01593
JUTEM-01323,18750.0,2023-07-20,cash,Loan Repayment,PMT-01594
JUTEM-01324,25000.0,2023-08-30,cash,Loan Repayment,PMT-01595
JUTEM-01324,24000.0,2023-09-30,cash,Loan Repayment,PMT-01596
JUTEM-01325,11900.0,2023-09-25,cash,Loan Repayment,PMT-01597
JUTEM-01326,36600.0,2023-10-29,cash,Loan Repayment,PMT-01598
JUTEM-01327,20037.5,2023-12-14,cash,Loan Repayment,PMT-01599
JUTEM-01328,38019.0,2023-12-08,cash,Loan Repayment,PMT-01600
JUTEM-01329,23200.0,2024-07-22,cash,Loan Repayment,PMT-01601
JUTEM-01330,87500.0,2022-04-24,cash,Loan Repayment,PMT-01602
JUTEM-01331,11000.0,2022-04-20,cash,Loan Repayment,PMT-01603
JUTEM-01331,11000.0,2024-06-20,cash,Loan Repayment,PMT-01604
JUTEM-01332,24000.0,2022-06-12,cash,Loan Repayment,PMT-01605
JUTEM-01333,25000.0,2022-08-30,cash,Loan Repayment,PMT-01606
JUTEM-01334,23200.0,2024-08-28,cash,Loan Repayment,PMT-01607
JUTEM-01335,112464.0,2023-11-17,cash,Loan Repayment,PMT-01608
JUTEM-01336,11600.0,2024-10-04,cash,Loan Repayment,PMT-01609
JUTEM-01337,51333.34,2025-06-13,cash,Loan Repayment,PMT-01610
JUTEM-01337,51333.34,2025-07-13,cash,Loan Repayment,PMT-01611
JUTEM-01337,60001.34,2025-08-13,cash,Loan Repayment,PMT-01612
JUTEM-01338,23800.0,2025-09-29,cash,Loan Repayment,PMT-01613
JUTEM-01339,12650.0,2025-09-29,cash,Loan Repayment,PMT-01614
JUTEM-01340,20700.0,2024-12-05,cash,Loan Repayment,PMT-01615
JUTEM-01341,34200.0,2025-01-03,cash,Loan Repayment,PMT-01616
JUTEM-01342,141600.0,2025-02-14,cash,Loan Repayment,PMT-01617
JUTEM-01343,86250.0,2025-04-24,cash,Loan Repayment,PMT-01618
JUTEM-01344,124750.0,2025-06-05,cash,Loan Repayment,PMT-01619
JUTEM-01345,165256.0,2025-06-05,cash,Loan Repayment,PMT-01620
JUTEM-01346,266400.0,2025-07-28,cash,Loan Repayment,PMT-01621
JUTEM-01347,13000.05,2023-09-25,cash,Loan Repayment,PMT-01622
JUTEM-01348,3500.0,2023-02-09,cash,Loan Repayment,PMT-01623
JUTEM-01348,3500.0,2023-03-09,cash,Loan Repayment,PMT-01624
JUTEM-01349,4900.0,2023-04-14,cash,Loan Repayment,PMT-01625
JUTEM-01349,4900.0,2023-05-14,cash,Loan Repayment,PMT-01626
JUTEM-01350,5250.0,2023-09-02,cash,Loan Repayment,PMT-01627
JUTEM-01350,5250.0,2023-10-02,cash,Loan Repayment,PMT-01628
JUTEM-01351,5780.0,2023-10-26,cash,Loan Repayment,PMT-01629
JUTEM-01351,5780.0,2023-11-26,cash,Loan Repayment,PMT-01630
JUTEM-01352,4800.0,2023-12-27,cash,Loan Repayment,PMT-01631
JUTEM-01353,6147.0,2024-12-05,cash,Loan Repayment,PMT-01632
JUTEM-01353,5344.0,2025-01-05,cash,Loan Repayment,PMT-01633
JUTEM-01353,5459.0,2025-02-05,cash,Loan Repayment,PMT-01634
JUTEM-01354,94501.2,2025-05-15,cash,Loan Repayment,PMT-01635
JUTEM-01355,11300.0,2025-06-13,cash,Loan Repayment,PMT-01636
JUTEM-01356,67200.0,2025-06-15,cash,Loan Repayment,PMT-01637
JUTEM-01357,34800.0,2025-07-15,cash,Loan Repayment,PMT-01638
JUTEM-01357,34800.0,2025-08-15,cash,Loan Repayment,PMT-01639
JUTEM-01358,3675.0,2025-07-31,cash,Loan Repayment,PMT-01640
JUTEM-01359,37168.0,2024-11-19,cash,Loan Repayment,PMT-01641
JUTEM-01359,37168.0,2024-12-19,cash,Loan Repayment,PMT-01642
JUTEM-01359,37168.0,2025-01-19,cash,Loan Repayment,PMT-01643
JUTEM-01360,10500.37,2025-02-19,cash,Loan Repayment,PMT-01644
JUTEM-01360,10500.37,2025-03-19,cash,Loan Repayment,PMT-01645
JUTEM-01360,10500.37,2025-06-19,cash,Loan Repayment,PMT-01646
JUTEM-01360,10999.85,2025-07-19,cash,Loan Repayment,PMT-01647
JUTEM-01361,90503.25,2025-04-19,cash,Loan Repayment,PMT-01648
JUTEM-01361,90503.25,2025-08-19,cash,Loan Repayment,PMT-01649
JUTEM-01362,44800.0,2025-06-15,cash,Loan Repayment,PMT-01650
JUTEM-01362,50000.0,2026-01-15,cash,Loan Repayment,PMT-01651
JUTEM-01363,38850.0,2025-08-30,cash,Loan Repayment,PMT-01652
JUTEM-01363,37450.0,2025-10-30,cash,Loan Repayment,PMT-01653
JUTEM-01364,5500.0,2025-08-30,cash,Loan Repayment,PMT-01654
JUTEM-01365,40600.0,2025-09-13,cash,Loan Repayment,PMT-01655
JUTEM-01366,20000.0,2025-09-15,cash,Loan Repayment,PMT-01656
JUTEM-01366,20000.0,2025-10-15,cash,Loan Repayment,PMT-01657
JUTEM-01367,29000.0,2025-10-06,cash,Loan Repayment,PMT-01658
JUTEM-01368,69600.0,2025-10-28,cash,Loan Repayment,PMT-01659
JUTEM-01369,29000.0,2025-10-30,cash,Loan Repayment,PMT-01660
JUTEM-01370,57510.0,2025-11-15,cash,Loan Repayment,PMT-01661
JUTEM-01371,46400.0,2025-11-29,cash,Loan Repayment,PMT-01662
JUTEM-01372,11500.0,2025-11-30,cash,Loan Repayment,PMT-01663
JUTEM-01373,32538.0,2025-11-30,cash,Loan Repayment,PMT-01664
JUTEM-01374,73200.0,2025-12-15,cash,Loan Repayment,PMT-01665
JUTEM-01374,73200.0,2025-12-15,cash,Loan Repayment,PMT-01666
JUTEM-01375,69600.0,2025-12-30,cash,Loan Repayment,PMT-01667
JUTEM-01376,58000.0,2025-12-30,cash,Loan Repayment,PMT-01668
JUTEM-01376,58750.0,2026-01-30,cash,Loan Repayment,PMT-01669
JUTEM-01377,69600.0,2026-02-13,cash,Loan Repayment,PMT-01670
JUTEM-01378,90400.0,2026-02-28,cash,Loan Repayment,PMT-01671
JUTEM-01379,11000.0,2026-02-28,cash,Loan Repayment,PMT-01672
JUTEM-01381,16050.0,2026-03-04,cash,Loan Repayment,PMT-01673
JUTEM-01383,3360.0,2025-02-27,cash,Loan Repayment,PMT-01674
JUTEM-01384,4800.0,2025-03-27,cash,Loan Repayment,PMT-01675
JUTEM-01384,4800.0,2025-04-27,cash,Loan Repayment,PMT-01676
JUTEM-01384,4840.0,2025-05-27,cash,Loan Repayment,PMT-01677
JUTEM-01384,4760.0,2025-07-27,cash,Loan Repayment,PMT-01678
JUTEM-01384,4760.0,2025-08-27,cash,Loan Repayment,PMT-01679
JUTEM-01385,3648.0,2025-06-27,cash,Loan Repayment,PMT-01680
JUTEM-01386,5400.0,2025-09-27,cash,Loan Repayment,PMT-01681
JUTEM-01387,5400.0,2025-10-23,cash,Loan Repayment,PMT-01682
JUTEM-01388,6000.0,2025-11-23,cash,Loan Repayment,PMT-01683
JUTEM-01389,7200.0,2025-12-25,cash,Loan Repayment,PMT-01684
JUTEM-01389,7200.0,2026-01-25,cash,Loan Repayment,PMT-01685
JUTEM-01391,112000.0,2024-01-19,cash,Loan Repayment,PMT-01686
JUTEM-01392,73260.0,2024-04-12,cash,Loan Repayment,PMT-01687
JUTEM-01393,36800.0,2024-05-12,cash,Loan Repayment,PMT-01688
JUTEM-01394,48000.0,2024-07-20,cash,Loan Repayment,PMT-01689
JUTEM-01395,45600.0,2024-08-25,cash,Loan Repayment,PMT-01690
JUTEM-01396,51200.0,2024-10-05,cash,Loan Repayment,PMT-01691
JUTEM-01397,204000.0,2024-11-29,cash,Loan Repayment,PMT-01692
JUTEM-01398,128400.0,2025-01-15,cash,Loan Repayment,PMT-01693
JUTEM-01399,128000.0,2025-02-06,cash,Loan Repayment,PMT-01694
JUTEM-01400,129600.0,2025-03-21,cash,Loan Repayment,PMT-01695
JUTEM-01401,49080.0,2025-03-21,cash,Loan Repayment,PMT-01696
JUTEM-01402,22400.0,2025-03-21,cash,Loan Repayment,PMT-01697
JUTEM-01403,119000.0,2025-04-03,cash,Loan Repayment,PMT-01698
JUTEM-01404,59500.0,2025-04-18,cash,Loan Repayment,PMT-01699
JUTEM-01405,124992.0,2025-05-03,cash,Loan Repayment,PMT-01700
JUTEM-01406,30000.0,2025-05-17,cash,Loan Repayment,PMT-01701
JUTEM-01407,30000.0,2025-05-29,cash,Loan Repayment,PMT-01702
JUTEM-01408,30000.0,2025-06-12,cash,Loan Repayment,PMT-01703
JUTEM-01409,10800.0,2025-06-25,cash,Loan Repayment,PMT-01704
JUTEM-01410,31800.0,2025-06-20,cash,Loan Repayment,PMT-01705
JUTEM-01411,234000.0,2025-07-03,cash,Loan Repayment,PMT-01706
JUTEM-01412,35400.0,2025-07-12,cash,Loan Repayment,PMT-01707
JUTEM-01413,12000.0,2025-07-20,cash,Loan Repayment,PMT-01708
JUTEM-01414,91870.5,2025-08-23,cash,Loan Repayment,PMT-01709
JUTEM-01415,63500.0,2025-08-23,cash,Loan Repayment,PMT-01710
JUTEM-01416,60000.0,2025-10-29,cash,Loan Repayment,PMT-01711
JUTEM-01417,310556.8,2025-10-23,cash,Loan Repayment,PMT-01712
JUTEM-01418,77635.99,2025-11-26,cash,Loan Repayment,PMT-01713
JUTEM-01419,193800.0,2026-02-12,cash,Loan Repayment,PMT-01714
JUTEM-01420,47200.0,2026-02-23,cash,Loan Repayment,PMT-01715
JUTEM-01421,10500.0,2026-02-24,cash,Loan Repayment,PMT-01716
JUTEM-01422,42000.0,2025-04-23,cash,Loan Repayment,PMT-01717
JUTEM-01423,40500.0,2025-09-05,cash,Loan Repayment,PMT-01718
JUTEM-01424,38499.0,2025-09-12,cash,Loan Repayment,PMT-01719
JUTEM-01425,17969.9,2025-09-18,cash,Loan Repayment,PMT-01720
JUTEM-01426,187906.5,2025-09-20,cash,Loan Repayment,PMT-01721
JUTEM-01427,5250.0,2021-11-23,cash,Loan Repayment,PMT-01722
JUTEM-01428,6300.0,2021-12-01,cash,Loan Repayment,PMT-01723
JUTEM-01429,101670.0,2021-12-06,cash,Loan Repayment,PMT-01724
JUTEM-01430,11600.0,2022-01-25,cash,Loan Repayment,PMT-01725
JUTEM-01431,6900.0,2025-12-24,cash,Loan Repayment,PMT-01726
JUTEM-01432,4080.0,2026-01-30,cash,Loan Repayment,PMT-01727
JUTEM-01433,96000.0,2024-10-20,cash,Loan Repayment,PMT-01728
JUTEM-01434,19999.8,2024-08-27,cash,Loan Repayment,PMT-01729
JUTEM-01435,24400.0,2024-09-16,cash,Loan Repayment,PMT-01730
JUTEM-01436,6710.0,2024-10-04,cash,Loan Repayment,PMT-01731
JUTEM-01437,12650.0,2025-01-01,cash,Loan Repayment,PMT-01732
JUTEM-01438,12000.0,2025-01-31,cash,Loan Repayment,PMT-01733
JUTEM-01439,3240.0,2025-03-02,cash,Loan Repayment,PMT-01734
JUTEM-01440,119000.0,2025-04-06,cash,Loan Repayment,PMT-01735
JUTEM-01441,149500.0,2025-07-04,cash,Loan Repayment,PMT-01736
JUTEM-01442,211200.0,2025-10-15,cash,Loan Repayment,PMT-01737
JUTEM-01443,4800.0,2025-11-17,cash,Loan Repayment,PMT-01738
JUTEM-01444,195200.0,2024-04-22,cash,Loan Repayment,PMT-01739
JUTEM-01445,687500.0,2023-12-23,cash,Loan Repayment,PMT-01740
JUTEM-01446,151500.0,2023-12-24,cash,Loan Repayment,PMT-01741
JUTEM-01447,50500.0,2023-12-24,cash,Loan Repayment,PMT-01742
JUTEM-01448,325000.0,2024-02-12,cash,Loan Repayment,PMT-01743
JUTEM-01449,120000.0,2024-02-04,cash,Loan Repayment,PMT-01744
JUTEM-01450,23000.0,2023-10-06,cash,Loan Repayment,PMT-01745
JUTEM-01451,270600.0,2022-11-04,cash,Loan Repayment,PMT-01746
JUTEM-01452,54900.0,2023-02-17,cash,Loan Repayment,PMT-01747
JUTEM-01453,585600.0,2024-04-14,cash,Loan Repayment,PMT-01748
JUTEM-01454,504000.0,2024-09-06,cash,Loan Repayment,PMT-01749
JUTEM-01455,480000.0,2024-11-17,cash,Loan Repayment,PMT-01750
JUTEM-01456,96000.0,2024-09-13,cash,Loan Repayment,PMT-01751
JUTEM-01457,72000.0,2024-10-17,cash,Loan Repayment,PMT-01752
JUTEM-01458,34500.0,2024-10-15,cash,Loan Repayment,PMT-01753
JUTEM-01459,11200.0,2025-03-01,cash,Loan Repayment,PMT-01754
JUTEM-01460,7200.0,2023-11-01,cash,Loan Repayment,PMT-01755
JUTEM-01461,2875.0,2024-03-31,cash,Loan Repayment,PMT-01756
JUTEM-01462,35100.0,2024-05-20,cash,Loan Repayment,PMT-01757
JUTEM-01463,58500.0,2024-06-20,cash,Loan Repayment,PMT-01758
JUTEM-01464,126000.0,2023-11-04,cash,Loan Repayment,PMT-01759
JUTEM-01465,112000.0,2024-01-19,cash,Loan Repayment,PMT-01760
JUTEM-01466,66000.0,2024-03-07,cash,Loan Repayment,PMT-01761
JUTEM-01467,18450.0,2024-01-30,cash,Loan Repayment,PMT-01762
JUTEM-01468,4305.0,2024-04-29,cash,Loan Repayment,PMT-01763
JUTEM-01469,8186.2,2024-11-04,cash,Loan Repayment,PMT-01764
JUTEM-01470,3125.0,2022-02-28,cash,Loan Repayment,PMT-01765
JUTEM-01471,1906.25,2022-04-30,cash,Loan Repayment,PMT-01766
JUTEM-01472,3125.0,2022-03-28,cash,Loan Repayment,PMT-01767
JUTEM-01473,2250.0,2022-01-01,cash,Loan Repayment,PMT-01768
JUTEM-01474,2500.0,2022-01-03,cash,Loan Repayment,PMT-01769
JUTEM-01475,65000.0,2023-01-08,cash,Loan Repayment,PMT-01770
JUTEM-01476,120000.0,2023-03-04,cash,Loan Repayment,PMT-01771
JUTEM-01478,135000.0,2025-01-04,cash,Loan Repayment,PMT-01772
JUTEM-01479,123000.0,2023-10-01,cash,Loan Repayment,PMT-01773
JUTEM-01480,250000.0,2021-08-24,cash,Loan Repayment,PMT-01774
JUTEM-01481,2000.0,2022-06-29,cash,Loan Repayment,PMT-01775
JUTEM-01482,58000.0,2022-09-03,cash,Loan Repayment,PMT-01776
JUTEM-01483,22200.0,2022-09-08,cash,Loan Repayment,PMT-01777
JUTEM-01484,18880.0,2023-09-22,cash,Loan Repayment,PMT-01778
JUTEM-01485,22000.0,2023-09-22,cash,Loan Repayment,PMT-01779
JUTEM-01486,28750.0,2022-08-05,cash,Loan Repayment,PMT-01780
JUTEM-01487,9999.9,2022-05-15,cash,Loan Repayment,PMT-01781
JUTEM-01487,9999.9,2023-05-15,cash,Loan Repayment,PMT-01782
JUTEM-01488,66000.0,2022-08-18,cash,Loan Repayment,PMT-01783
JUTEM-01489,22000.0,2022-08-18,cash,Loan Repayment,PMT-01784
JUTEM-01490,29750.0,2023-12-21,cash,Loan Repayment,PMT-01785
JUTEM-01491,11600.0,2023-02-28,cash,Loan Repayment,PMT-01786
JUTEM-01492,4305.0,2024-03-15,cash,Loan Repayment,PMT-01787
JUTEM-01493,184500.0,2024-12-04,cash,Loan Repayment,PMT-01788
JUTEM-01494,6250.0,2023-04-24,cash,Loan Repayment,PMT-01789
